Image_ID,Perturbed_Data_Type,Byte_Index,Bit_Position,Initial_Value,Final_Classification
4571,F6_weights,1917,4,1,0
4572,F5_weights,23750,5,0,8
4573,C3_kernels,954,0,0,2
4574,F7_weights,81,2,1,1
4575,C3_kernels,1373,4,0,4
4576,C3_kernels,169,3,1,4
4577,F5_weights,572,2,0,5
4578,C1_kernels,17,5,1,7
4579,F5_weights,21545,2,0,6
4580,F5_weights,21155,0,0,1
4581,F6_weights,6366,7,1,3
4582,C3_kernels,2306,3,0,2
4583,C1_kernels,89,6,0,5
4584,C1_kernels,33,7,1,9
4585,C1_kernels,135,5,0,9
4586,C1_kernels,137,5,1,3
4587,F6_weights,6492,3,0,6
4588,F5_weights,22212,2,1,1
4589,C3_kernels,2265,5,0,1
4590,F5_weights,25433,3,1,4
4591,F6_weights,5189,7,0,6
4592,F5_weights,26853,1,1,9
4593,C3_kernels,169,4,1,7
4594,F6_weights,9501,2,0,2
4595,F5_weights,14714,2,0,1
4596,C3_kernels,1980,0,0,5
4597,C1_kernels,19,3,1,1
4598,F6_weights,8322,1,0,4
4599,C3_kernels,1157,1,0,6
4600,C1_kernels,112,4,1,3
4601,F6_weights,2874,3,1,8
4602,F7_weights,365,0,0,1
4603,F6_weights,4523,2,0,1
4604,C3_kernels,479,6,1,0
4605,F6_weights,9314,7,0,3
4606,F5_weights,38709,1,1,1
4607,F6_weights,9097,4,0,6
4608,F7_weights,571,2,1,8
4609,F5_weights,2745,4,0,4
4610,F5_weights,10141,7,1,9
4611,F7_weights,494,2,1,0
4612,C3_kernels,1401,2,1,7
4613,F5_weights,9037,4,1,3
4614,F6_weights,6527,2,0,0
4615,F5_weights,15029,4,1,2
4616,C3_kernels,1132,7,0,9
4617,C1_kernels,123,3,0,0
4618,F7_weights,37,3,0,6
4619,F5_weights,35665,6,0,6
4620,C3_kernels,1683,4,0,2
4621,F6_weights,4710,1,1,3
4622,F6_weights,5092,7,0,6
4623,F5_weights,13114,1,1,7
4624,F5_weights,3200,6,1,7
4625,F5_weights,9121,4,0,2
4626,C3_kernels,1936,7,1,8
4627,C3_kernels,2113,1,0,6
4628,F5_weights,31256,2,0,0
4629,F7_weights,438,6,1,8
4630,F5_weights,36883,3,0,3
4631,C3_kernels,1337,6,1,0
4632,F6_weights,4986,5,1,2
4633,C3_kernels,2161,3,1,9
4634,F7_weights,322,1,1,8
4635,F6_weights,6208,2,0,3
4636,F6_weights,4735,3,1,2
4637,F6_weights,2703,4,0,5
4638,F5_weights,13680,2,0,3
4639,F7_weights,339,3,0,8
4640,C3_kernels,1038,7,1,8
4641,F7_weights,660,5,1,0
4642,C1_kernels,25,6,0,0
4643,F5_weights,43890,7,0,1
4644,F6_weights,8529,0,1,9
4645,F7_weights,245,0,1,5
4646,F6_weights,9523,2,0,1
4647,F5_weights,27988,3,1,3
4648,F6_weights,4618,5,0,9
4649,C3_kernels,295,2,0,6
4650,C1_kernels,74,1,0,0
4651,F6_weights,6786,0,0,1
4652,C1_kernels,10,4,0,4
4653,F6_weights,8491,3,0,1
4654,C1_kernels,43,4,0,7
4655,C1_kernels,78,6,0,1
4656,F6_weights,6156,4,0,2
4657,F7_weights,303,1,0,3
4658,F6_weights,4011,6,1,7
4659,F7_weights,664,7,1,9
4660,F7_weights,465,1,0,7
4661,F5_weights,35331,6,0,4
4662,F6_weights,5911,3,1,9
4663,F7_weights,778,3,0,9
4664,C3_kernels,1348,6,0,3
4665,F5_weights,18477,1,0,9
4666,C1_kernels,56,7,1,2
4667,F7_weights,380,7,1,8
4668,C3_kernels,412,7,0,2
4669,F5_weights,41268,6,0,7
4670,F5_weights,31737,1,1,1
4671,F6_weights,8445,4,1,8
4672,F5_weights,26459,5,0,0
4673,C1_kernels,147,2,1,9
4674,C3_kernels,2083,4,0,1
4675,F5_weights,42173,6,0,0
4676,F5_weights,30317,1,1,1
4677,C3_kernels,1326,1,1,7
4678,F6_weights,9244,4,0,7
4679,C3_kernels,2357,2,1,9
4680,F5_weights,32456,5,0,6
4681,C3_kernels,1697,4,0,9
4682,C1_kernels,142,6,1,9
4683,F6_weights,2867,4,0,9
4684,F5_weights,6359,4,1,2
4685,F5_weights,31501,2,0,1
4686,F5_weights,2562,0,0,6
4687,C1_kernels,84,6,1,1
4688,F5_weights,24659,0,1,3
4689,C3_kernels,364,3,0,5
4690,C1_kernels,46,3,1,7
4691,F6_weights,1531,7,1,1
4692,F7_weights,538,6,1,9
4693,F6_weights,8283,6,1,7
4694,C1_kernels,43,2,1,6
4695,C1_kernels,102,5,0,4
4696,C3_kernels,976,2,0,5
4697,F5_weights,3248,7,0,7
4698,F6_weights,4453,3,1,6
4699,F5_weights,28568,6,0,6
4700,C1_kernels,12,2,1,9
4701,F7_weights,286,7,0,9
4702,C1_kernels,67,0,1,6
4703,F6_weights,2567,6,0,3
4704,F6_weights,8071,2,1,6
4705,F6_weights,67,1,1,2
4706,F6_weights,606,3,0,9
4707,F7_weights,478,5,1,8
4708,F5_weights,32421,2,0,1
4709,F7_weights,165,4,1,2
4710,F5_weights,38260,0,1,2
4711,C3_kernels,1913,0,0,5
4712,F7_weights,820,2,1,5
4713,F7_weights,55,3,1,2
4714,F5_weights,32496,6,1,3
4715,C3_kernels,2000,1,0,7
4716,F6_weights,7060,7,0,2
4717,F6_weights,3153,4,1,1
4718,F7_weights,705,1,1,0
4719,F6_weights,4184,4,1,1
4720,C3_kernels,2324,5,1,0
4721,F7_weights,89,3,1,4
4722,F7_weights,180,0,0,5
4723,F7_weights,58,6,0,2
4724,F5_weights,13007,7,1,8
4725,F7_weights,258,6,1,2
4726,C1_kernels,41,0,1,8
4727,C1_kernels,117,4,0,3
4728,F6_weights,1951,6,0,5
4729,C1_kernels,110,6,0,1
4730,F7_weights,415,3,0,7
4731,F6_weights,4105,3,1,8
4732,C3_kernels,1533,4,1,1
4733,F7_weights,736,5,1,1
4734,F5_weights,15755,7,1,2
4735,F7_weights,104,1,1,9
4736,C1_kernels,108,7,1,7
4737,C3_kernels,1214,6,0,8
4738,F7_weights,33,1,1,4
4739,C3_kernels,1479,3,0,0
4740,F5_weights,5535,3,1,7
4741,C3_kernels,382,0,1,0
4742,C3_kernels,1056,6,0,7
4743,F5_weights,32681,3,1,6
4744,C1_kernels,70,7,0,8
4745,F7_weights,813,6,0,4
4746,C1_kernels,5,0,1,7
4747,F7_weights,642,2,0,7
4748,C1_kernels,101,2,1,8
4749,F6_weights,2461,3,0,5
4750,F7_weights,631,2,1,8
4751,F5_weights,11498,5,1,4
4752,C1_kernels,20,4,0,9
4753,F6_weights,7459,5,1,8
4754,C3_kernels,1352,6,1,1
4755,F5_weights,25868,4,1,3
4756,F7_weights,711,6,1,8
4757,F6_weights,9061,6,0,0
4758,F6_weights,6467,5,0,3
4759,F7_weights,94,0,0,4
4760,F7_weights,119,2,1,7
4761,C1_kernels,90,1,1,9
4762,C3_kernels,865,1,0,5
4763,C3_kernels,1497,0,0,5
4764,F7_weights,519,5,1,1
4765,F6_weights,982,4,1,6
4766,C1_kernels,96,5,1,5
4767,F6_weights,1377,4,1,7
4768,C1_kernels,49,5,0,4
4769,F7_weights,676,6,0,9
4770,C3_kernels,2287,0,1,3
4771,F5_weights,1239,5,1,5
4772,C3_kernels,1614,7,0,4
4773,F7_weights,494,7,0,7
4774,F6_weights,1697,6,0,1
4775,F5_weights,433,6,1,2
4776,F6_weights,9817,1,0,0
4777,C1_kernels,146,1,1,8
4778,F6_weights,4316,7,0,1
4779,F5_weights,37783,1,0,6
4780,F5_weights,26985,4,0,0
4781,F6_weights,1414,1,0,7
4782,F7_weights,305,2,1,3
4783,C1_kernels,89,0,0,9
4784,C3_kernels,2204,3,0,7
4785,C1_kernels,147,6,1,3
4786,C1_kernels,65,6,0,9
4787,F5_weights,39113,5,1,6
4788,C3_kernels,358,5,0,0
4789,F6_weights,2992,1,1,8
4790,C1_kernels,33,0,1,6
4791,C1_kernels,48,3,1,4
4792,F5_weights,42269,5,1,8
4793,C1_kernels,88,7,1,7
4794,F7_weights,797,5,1,7
4795,C1_kernels,114,4,0,9
4796,F7_weights,0,4,0,3
4797,F5_weights,13342,4,1,8
4798,F5_weights,26853,6,0,6
4799,C3_kernels,383,0,1,9
4800,C1_kernels,81,1,0,7
4801,F7_weights,754,4,0,2
4802,C1_kernels,137,1,0,3
4803,F7_weights,1,3,1,4
4804,F5_weights,32924,4,1,0
4805,F7_weights,414,6,1,2
4806,F6_weights,4366,1,0,1
4807,C3_kernels,2164,0,0,8
4808,F6_weights,4148,4,1,3
4809,C1_kernels,34,0,0,5
4810,F5_weights,30733,6,1,5
4811,F7_weights,712,5,0,7
4812,F5_weights,6115,3,1,2
4813,F6_weights,4280,5,0,4
4814,F7_weights,662,3,1,6
4815,C1_kernels,54,6,0,7
4816,C1_kernels,76,6,0,2
4817,C3_kernels,264,1,1,8
4818,C1_kernels,31,1,0,3
4819,F6_weights,2137,1,0,0
4820,F6_weights,5558,3,0,8
4821,F7_weights,262,3,0,7
4822,F6_weights,1793,6,0,8
4823,C1_kernels,106,2,1,9
4824,C3_kernels,2087,4,0,0
4825,F5_weights,7882,7,1,8
4826,C3_kernels,95,1,1,4
4827,F6_weights,100,5,0,4
4828,F5_weights,15154,5,1,5
4829,F5_weights,33088,3,1,8
4830,C1_kernels,3,4,0,5
4831,F7_weights,220,3,1,6
4832,F7_weights,544,6,1,6
4833,F5_weights,10014,2,1,3
4834,C3_kernels,1797,4,0,0
4835,C3_kernels,2212,6,0,9
4836,C3_kernels,2037,7,1,3
4837,F5_weights,18589,3,1,7
4838,C1_kernels,1,2,0,5
4839,F7_weights,800,5,0,8
4840,F6_weights,4396,3,1,9
4841,C1_kernels,67,2,1,3
4842,C1_kernels,80,7,1,4
4843,F5_weights,30862,0,1,9
4844,F5_weights,34936,2,0,5
4845,F7_weights,25,7,0,8
4846,C3_kernels,922,6,0,9
4847,C1_kernels,97,6,0,1
4848,F6_weights,4930,6,0,2
4849,F7_weights,727,0,0,8
4850,F7_weights,668,5,1,8
4851,C3_kernels,1264,5,0,6
4852,C1_kernels,22,1,1,8
4853,C1_kernels,122,6,1,1
4854,C1_kernels,4,4,1,3
4855,C3_kernels,330,6,1,7
4856,F6_weights,2107,2,1,9
4857,C1_kernels,42,3,0,0
4858,F5_weights,43313,4,1,1
4859,C3_kernels,2018,7,1,1
4860,F5_weights,44256,2,1,9
4861,F5_weights,26509,5,1,7
4862,F5_weights,24988,5,1,0
4863,C1_kernels,111,2,0,8
4864,C3_kernels,197,2,0,1
4865,F6_weights,3270,7,1,7
4866,C1_kernels,82,3,1,4
4867,C1_kernels,88,0,1,5
4868,F6_weights,2617,0,1,7
4869,F5_weights,30119,0,0,1
4870,F6_weights,7879,0,1,2
4871,F7_weights,359,0,1,4
4872,C3_kernels,1069,1,1,1
4873,F7_weights,627,4,1,3
4874,C1_kernels,69,0,1,9
4875,C3_kernels,770,3,1,6
4876,C1_kernels,21,3,0,4
4877,C3_kernels,1213,2,0,1
4878,C3_kernels,1112,4,0,2
4879,F6_weights,392,2,0,8
4880,C1_kernels,122,3,0,8
4881,C1_kernels,73,4,1,7
4882,F7_weights,380,5,1,6
4883,F7_weights,29,0,1,6
4884,F6_weights,6773,5,1,9
4885,F7_weights,289,1,0,3
4886,F7_weights,492,5,0,7
4887,F5_weights,38300,1,0,0
4888,C1_kernels,74,0,0,5
4889,C3_kernels,981,0,0,2
4890,C3_kernels,787,1,1,8
4891,F7_weights,776,2,0,0
4892,F7_weights,396,3,0,5
4893,F5_weights,32983,4,0,4
4894,F7_weights,377,3,1,3
4895,C3_kernels,1400,6,0,8
4896,F5_weights,36471,6,0,4
4897,F6_weights,368,6,0,6
4898,C3_kernels,1324,1,0,6
4899,C3_kernels,2154,0,1,2
4900,C1_kernels,143,0,0,7
4901,C3_kernels,1291,6,0,9
4902,C3_kernels,1924,0,0,5
4903,C3_kernels,2253,5,0,1
4904,C1_kernels,112,6,1,3
4905,F5_weights,41780,0,0,2
4906,F6_weights,8419,2,1,4
4907,F7_weights,654,2,1,3
4908,F5_weights,25921,5,1,6
4909,F7_weights,448,0,1,1
4910,F5_weights,37318,7,1,9
4911,F7_weights,354,4,1,9
4912,F5_weights,8306,1,1,4
4913,C3_kernels,1802,2,0,7
4914,C3_kernels,677,7,0,6
4915,F5_weights,25245,2,0,5
4916,F6_weights,505,0,1,4
4917,C1_kernels,55,7,1,1
4918,F5_weights,30762,4,1,9
4919,F5_weights,24733,3,0,9
4920,C3_kernels,1600,4,0,2
4921,C3_kernels,1284,1,1,7
4922,F7_weights,670,6,0,8
4923,F5_weights,33804,5,1,0
4924,C3_kernels,1232,0,1,1
4925,F5_weights,18934,4,1,3
4926,F7_weights,221,3,1,6
4927,F5_weights,18616,2,0,1
4928,F7_weights,581,7,0,3
4929,F6_weights,1423,5,1,4
4930,C3_kernels,1938,7,1,1
4931,F5_weights,21474,6,1,1
4932,F6_weights,1996,1,0,1
4933,C1_kernels,95,3,0,5
4934,F6_weights,7440,4,0,6
4935,C3_kernels,2184,1,1,0
4936,F7_weights,585,5,1,7
4937,C1_kernels,58,7,1,0
4938,C3_kernels,49,5,0,7
4939,C1_kernels,32,5,0,2
4940,F6_weights,9909,2,1,3
4941,F5_weights,41387,0,1,2
4942,C1_kernels,60,7,1,5
4943,C3_kernels,1030,1,1,2
4944,F5_weights,36727,0,1,2
4945,C3_kernels,2362,4,1,9
4946,F6_weights,6931,7,0,4
4947,C3_kernels,2327,0,1,9
4948,F5_weights,25574,1,1,8
4949,C1_kernels,140,0,0,1
4950,F7_weights,358,3,1,2
4951,F7_weights,461,7,1,1
4952,F6_weights,8463,2,1,6
4953,F7_weights,137,0,0,1
4954,C3_kernels,108,4,0,2
4955,C3_kernels,1951,6,1,7
4956,F7_weights,409,0,1,8
4957,F7_weights,836,3,0,0
4958,C1_kernels,125,1,0,0
4959,F7_weights,209,1,0,0
4960,F5_weights,25854,2,1,8
4961,F7_weights,375,5,0,2
4962,F7_weights,170,4,1,2
4963,F5_weights,41538,1,0,9
4964,F7_weights,51,6,0,2
4965,C3_kernels,1964,1,0,2
4966,F6_weights,4808,2,1,7
4967,C1_kernels,35,3,0,9
4968,C1_kernels,110,3,0,9
4969,F6_weights,241,0,1,2
4970,F5_weights,12545,4,1,7
4971,F5_weights,5384,7,1,5
4972,F6_weights,5725,5,1,1
4973,F5_weights,8993,7,1,3
4974,F7_weights,538,1,0,4
4975,F6_weights,4261,1,1,9
4976,C1_kernels,16,7,1,4
4977,C3_kernels,2139,0,0,1
4978,F6_weights,4401,2,0,9
4979,F7_weights,104,3,1,5
4980,F6_weights,2544,4,0,6
4981,F5_weights,5491,6,1,2
4982,C3_kernels,1541,5,1,8
4983,F7_weights,742,4,0,3
4984,F5_weights,41257,3,0,1
4985,C1_kernels,93,6,1,2
4986,C1_kernels,76,2,1,8
4987,C3_kernels,319,4,1,4
4988,F7_weights,724,5,0,9
4989,C3_kernels,229,1,0,9
4990,F6_weights,3178,0,1,3
4991,F5_weights,960,3,0,7
4992,F7_weights,723,0,1,0
4993,C1_kernels,54,7,0,7
4994,F7_weights,795,4,1,7
4995,C1_kernels,70,6,0,2
4996,F6_weights,8022,6,1,3
4997,C1_kernels,33,1,0,2
4998,F7_weights,729,2,0,4
4999,C3_kernels,1712,3,1,0
5000,C3_kernels,1405,3,1,3
5001,C3_kernels,700,5,0,9
5002,C3_kernels,1659,3,1,9
5003,F6_weights,6732,0,0,8
5004,F5_weights,22096,0,0,4
5005,F7_weights,282,3,0,1
5006,C1_kernels,28,1,1,0
5007,F5_weights,18282,0,1,6
5008,F6_weights,9212,0,1,0
5009,C3_kernels,401,0,1,9
5010,F5_weights,6582,7,0,6
5011,C1_kernels,95,3,0,8
5012,C1_kernels,143,1,0,6
5013,F7_weights,632,6,1,1
5014,F5_weights,17301,4,1,1
5015,F5_weights,3944,2,1,9
5016,F6_weights,5999,2,0,8
5017,F6_weights,3135,1,0,9
5018,F7_weights,630,6,1,2
5019,F5_weights,14203,0,0,3
5020,F7_weights,77,3,1,5
5021,C3_kernels,1836,6,0,5
5022,C1_kernels,102,3,0,9
5023,F7_weights,617,4,0,4
5024,F7_weights,578,5,0,2
5025,F6_weights,5703,4,1,1
5026,F5_weights,39265,2,0,9
5027,F6_weights,7862,0,0,4
5028,C1_kernels,88,3,0,3
5029,C3_kernels,297,1,0,9
5030,F7_weights,35,0,1,6
5031,C3_kernels,1303,6,1,0
5032,C1_kernels,36,2,0,4
5033,F7_weights,698,2,0,0
5034,F7_weights,722,6,0,6
5035,C1_kernels,110,4,0,0
5036,F7_weights,610,5,0,1
5037,F6_weights,449,2,1,2
5038,C1_kernels,90,4,1,3
5039,F6_weights,7691,5,1,4
5040,C1_kernels,127,3,1,7
5041,F6_weights,4425,1,0,8
5042,C1_kernels,97,2,1,9
5043,C1_kernels,34,3,0,0
5044,C1_kernels,142,3,1,1
5045,C1_kernels,97,6,0,2
5046,F6_weights,9598,3,1,3
5047,F7_weights,195,0,1,4
5048,C1_kernels,16,3,1,7
5049,F6_weights,2515,0,0,8
5050,F7_weights,553,0,0,9
5051,F7_weights,40,6,1,0
5052,F7_weights,85,6,0,1
5053,F5_weights,2439,3,0,2
5054,F7_weights,715,1,1,3
5055,F5_weights,21258,3,0,4
5056,F7_weights,516,1,0,5
5057,C3_kernels,289,2,1,6
5058,F6_weights,3892,6,0,7
5059,C1_kernels,117,7,1,8
5060,F5_weights,2413,2,0,9
5061,F5_weights,21511,0,1,8
5062,F5_weights,22733,1,0,3
5063,C3_kernels,2067,0,1,4
5064,F6_weights,8670,3,1,7
5065,F6_weights,6680,4,1,8
5066,F6_weights,10010,0,0,6
5067,C3_kernels,234,2,0,3
5068,C3_kernels,2068,6,0,4
5069,C1_kernels,7,7,0,0
5070,C1_kernels,26,7,0,9
5071,F5_weights,10808,1,0,7
5072,F7_weights,35,2,1,1
5073,F7_weights,194,3,1,9
5074,C3_kernels,2099,4,0,3
5075,F7_weights,334,1,1,8
5076,F7_weights,479,6,0,4
5077,F7_weights,51,2,1,7
5078,C3_kernels,753,4,1,5
5079,F6_weights,3954,2,1,0
5080,C3_kernels,661,1,0,9
5081,C3_kernels,2168,1,1,1
5082,F6_weights,6603,4,0,4
5083,C3_kernels,1976,1,0,5
5084,F5_weights,40889,3,0,4
5085,C1_kernels,95,0,0,6
5086,C1_kernels,83,2,1,2
5087,F6_weights,3622,4,1,0
5088,C3_kernels,1075,1,0,6
5089,F5_weights,856,0,0,2
5090,F6_weights,4899,2,0,1
5091,C3_kernels,1639,7,1,1
5092,F6_weights,7317,5,1,1
5093,F6_weights,9692,2,0,1
5094,F6_weights,362,6,0,7
5095,F6_weights,9025,3,1,2
5096,C3_kernels,29,0,1,4
5097,C1_kernels,96,3,0,7
5098,C3_kernels,4,5,0,5
5099,F7_weights,185,1,0,2
5100,F7_weights,483,7,1,9
5101,C1_kernels,9,6,0,4
5102,F6_weights,5675,3,0,5
5103,F5_weights,8046,5,0,8
5104,F6_weights,1064,3,1,4
5105,F5_weights,6046,0,0,2
5106,F7_weights,822,0,0,9
5107,F7_weights,360,3,0,7
5108,C1_kernels,132,1,0,0
5109,F5_weights,20417,4,1,0
5110,F7_weights,223,5,0,7
5111,F6_weights,8012,3,0,5
5112,C3_kernels,2272,4,1,1
5113,C1_kernels,143,6,1,1
5114,F6_weights,5764,7,0,7
5115,C1_kernels,47,2,0,6
5116,F6_weights,2825,0,1,6
5117,C3_kernels,2310,1,0,6
5118,C1_kernels,25,2,1,8
5119,F5_weights,25276,4,1,2
5120,F7_weights,75,4,0,2
5121,C3_kernels,2377,6,1,7
5122,F6_weights,3642,7,1,7
5123,F6_weights,5402,4,0,4
5124,F6_weights,6346,5,1,0
5125,C3_kernels,695,7,0,2
5126,C3_kernels,855,1,1,4
5127,F6_weights,213,6,0,2
5128,F5_weights,14302,4,1,1
5129,C1_kernels,45,1,0,8
5130,F5_weights,31760,5,0,9
5131,F7_weights,413,0,0,6
5132,C3_kernels,1965,3,1,1
5133,C3_kernels,1586,1,0,0
5134,F5_weights,25934,2,1,5
5135,C1_kernels,91,1,1,9
5136,F6_weights,1898,3,1,6
5137,F7_weights,253,0,1,9
5138,C1_kernels,91,5,0,8
5139,F6_weights,2028,1,1,0
5140,C1_kernels,2,0,1,5
5141,F7_weights,758,4,0,0
5142,F7_weights,506,1,0,8
5143,F7_weights,252,5,1,3
5144,C1_kernels,31,5,1,9
5145,F7_weights,770,6,1,6
5146,C3_kernels,56,7,1,3
5147,C3_kernels,300,2,1,0
5148,F7_weights,298,3,1,1
5149,F5_weights,3877,1,1,2
5150,C1_kernels,35,2,0,3
5151,C3_kernels,1173,6,0,4
5152,C1_kernels,87,6,0,5
5153,F5_weights,9951,2,0,6
5154,C3_kernels,2293,6,1,7
5155,C1_kernels,24,3,1,0
5156,F6_weights,5478,6,0,1
5157,F7_weights,156,0,0,2
5158,F5_weights,13248,3,1,3
5159,C1_kernels,58,0,0,4
5160,F5_weights,18010,7,1,5
5161,F5_weights,18678,6,1,6
5162,F5_weights,7640,4,0,7
5163,F5_weights,17108,6,0,8
5164,F7_weights,731,7,1,9
5165,C3_kernels,41,4,1,0
5166,F6_weights,8020,5,0,1
5167,F5_weights,33225,3,0,2
5168,F5_weights,18552,6,1,3
5169,F5_weights,41711,2,0,4
5170,F7_weights,590,4,1,5
5171,F5_weights,44497,5,1,6
5172,C3_kernels,1771,5,0,7
5173,F5_weights,2486,6,0,8
5174,F6_weights,4397,5,0,5
5175,F5_weights,41931,3,1,4
5176,C1_kernels,100,0,0,8
5177,C3_kernels,1536,1,0,7
5178,C1_kernels,83,3,0,4
5179,C1_kernels,148,3,1,7
5180,C3_kernels,95,6,1,7
5181,C1_kernels,71,0,1,3
5182,C1_kernels,96,1,1,9
5183,C1_kernels,66,6,0,8
5184,F6_weights,2925,6,0,8
5185,F6_weights,6875,6,0,3
5186,F7_weights,28,5,1,1
5187,C1_kernels,90,3,1,5
5188,F6_weights,8921,5,0,8
5189,F5_weights,18029,5,0,2
5190,C1_kernels,118,5,0,7
5191,C3_kernels,1536,6,1,4
5192,F6_weights,8382,4,0,2
5193,F6_weights,10072,3,1,1
5194,C1_kernels,41,4,1,5
5195,F7_weights,14,0,1,4
5196,F6_weights,254,3,1,5
5197,F5_weights,2911,6,1,5
5198,F6_weights,8710,5,0,8
5199,C3_kernels,1242,4,1,6
5200,F5_weights,21758,4,0,4
5201,F7_weights,185,2,1,9
5202,F6_weights,1234,1,0,4
5203,F7_weights,549,6,0,7
5204,F6_weights,833,3,1,8
5205,C1_kernels,93,6,1,7
5206,F6_weights,7512,1,1,5
5207,C3_kernels,1347,0,1,5
5208,F7_weights,466,5,1,1
5209,F7_weights,328,3,1,8
5210,F7_weights,706,7,1,9
5211,F7_weights,650,5,1,1
5212,F6_weights,507,1,0,3
5213,C3_kernels,2244,4,1,6
5214,C1_kernels,44,7,1,3
5215,F5_weights,37004,2,1,3
5216,C1_kernels,12,3,1,2
5217,C1_kernels,132,2,0,2
5218,F7_weights,426,4,0,6
5219,C1_kernels,35,1,1,9
5220,C1_kernels,29,0,1,9
5221,F5_weights,34648,3,0,6
5222,F6_weights,1738,6,1,5
5223,C3_kernels,2291,1,1,5
5224,F7_weights,4,6,1,3
5225,C1_kernels,9,1,0,3
5226,F6_weights,1613,6,0,8
5227,F6_weights,6261,1,1,1
5228,F6_weights,10031,6,0,6
5229,F5_weights,10370,6,1,5
5230,C1_kernels,60,3,1,6
5231,F6_weights,2345,6,0,8
5232,F7_weights,0,7,0,1
5233,C3_kernels,1504,4,1,9
5234,F6_weights,5288,5,0,7
5235,F6_weights,6075,2,1,6
5236,F5_weights,33134,0,1,8
5237,C1_kernels,44,6,1,3
5238,C3_kernels,1942,4,1,7
5239,F5_weights,14582,2,0,4
5240,F5_weights,12752,6,1,7
5241,F5_weights,36782,6,0,0
5242,C1_kernels,35,2,0,9
5243,F6_weights,8306,7,0,0
5244,F7_weights,530,4,0,0
5245,F6_weights,1068,6,1,3
5246,C3_kernels,861,0,0,7
5247,F6_weights,8564,4,1,9
5248,C3_kernels,1107,0,1,3
5249,F6_weights,7732,5,0,0
5250,F6_weights,1124,0,0,2
5251,F6_weights,1249,6,1,0
5252,F6_weights,7282,1,1,1
5253,C3_kernels,1095,3,1,0
5254,C3_kernels,853,4,0,1
5255,F7_weights,148,5,1,0
5256,C3_kernels,2156,3,1,4
5257,F6_weights,5280,5,1,0
5258,C1_kernels,52,6,1,1
5259,F7_weights,269,6,0,0
5260,F5_weights,14076,0,1,4
5261,F7_weights,830,1,1,7
5262,F6_weights,1590,7,1,9
5263,F6_weights,9173,0,0,6
5264,C1_kernels,97,5,1,2
5265,C1_kernels,9,6,0,6
5266,F5_weights,13233,0,0,2
5267,C1_kernels,27,1,1,2
5268,F7_weights,798,2,0,9
5269,F5_weights,25436,7,1,9
5270,C1_kernels,92,0,1,0
5271,F5_weights,19651,0,0,1
5272,F6_weights,4175,7,1,2
5273,C1_kernels,139,0,1,3
5274,C3_kernels,210,0,0,4
5275,F6_weights,3798,4,0,5
5276,F5_weights,25459,4,0,6
5277,F5_weights,40235,1,1,7
5278,F6_weights,1960,4,0,8
5279,F7_weights,293,7,0,9
5280,C3_kernels,2387,4,1,0
5281,C3_kernels,1604,2,0,1
5282,F7_weights,418,2,0,2
5283,C1_kernels,138,4,0,3
5284,F7_weights,130,5,1,4
5285,C3_kernels,856,1,0,5
5286,F6_weights,8246,1,1,6
5287,F6_weights,8563,5,1,7
5288,C1_kernels,30,1,1,8
5289,F5_weights,22098,4,1,9
5290,C1_kernels,121,4,0,0
5291,F5_weights,10593,7,1,1
5292,C3_kernels,2060,0,1,2
5293,C3_kernels,182,7,0,3
5294,C3_kernels,2050,6,1,4
5295,F7_weights,468,7,0,5
5296,C1_kernels,68,6,0,6
5297,F5_weights,36348,0,1,7
5298,F6_weights,6615,6,1,8
5299,F6_weights,8662,2,0,9
5300,F7_weights,79,3,0,8
5301,F5_weights,17750,4,1,0
5302,F5_weights,47560,0,0,5
5303,F6_weights,1063,1,1,6
5304,F6_weights,8529,0,1,6
5305,F7_weights,36,7,0,0
5306,C1_kernels,29,3,0,8
5307,F7_weights,241,5,0,0
5308,C1_kernels,134,5,1,2
5309,F5_weights,44369,4,1,3
5310,F7_weights,96,1,0,7
5311,F5_weights,12304,2,1,9
5312,F5_weights,32790,5,0,4
5313,C3_kernels,2135,3,1,7
5314,C1_kernels,49,5,0,1
5315,F6_weights,8598,2,1,9
5316,F6_weights,9749,6,0,1
5317,C1_kernels,75,1,0,7
5318,F5_weights,25964,1,0,1
5319,C1_kernels,93,2,1,4
5320,C3_kernels,1423,0,1,0
5321,C1_kernels,65,5,1,0
5322,F5_weights,7968,3,1,4
5323,C1_kernels,99,6,0,1
5324,F7_weights,197,7,1,7
5325,C1_kernels,34,1,1,5
5326,F7_weights,274,2,0,7
5327,F6_weights,9491,5,1,1
5328,F5_weights,32933,7,0,3
5329,F7_weights,593,7,1,3
5330,F7_weights,510,0,1,3
5331,C1_kernels,98,0,1,6
5332,F7_weights,362,5,1,6
5333,C3_kernels,60,4,0,9
5334,F7_weights,414,6,1,7
5335,C1_kernels,13,0,1,4
5336,C3_kernels,1034,5,1,3
5337,F7_weights,834,0,0,0
5338,F5_weights,24645,7,1,2
5339,C3_kernels,1144,5,0,5
5340,C1_kernels,146,3,0,2
5341,F6_weights,2423,1,1,6
5342,F6_weights,2,2,0,0
5343,F5_weights,11097,2,0,8
5344,C3_kernels,1770,1,1,9
5345,F6_weights,5806,0,0,4
5346,C1_kernels,64,0,0,3
5347,F5_weights,23813,2,1,5
5348,F6_weights,6519,7,0,4
5349,C1_kernels,109,7,1,8
